Categoria;Fundo;Data Inicio;Cota (R$);Variacao Dia (%);Acum. Mes (%);Acum. Ano (%);Acum. 12M (%);PL (mi R$);PL Medio 30d (mi R$);Taxa Adm %;Aberto;Aplic. Min (R$);Benchmark;Resgate Conv.;Resgate Pgto;% CDI Ano;% CDI 12m
ACOES;CAIXA ATENA BRASIL ACOES LIVRE QUANT FIC FIF ACOES - RESP LTDA;2019-07-31T00:00:00Z;1,90468800;-1,390;-2,09;-8,13;10,88;710,387;727,355;2,00;Nao;0,01;NÃO SE APLICA;D+13 (du);D+15 (du);3,44;147,92
ACOES;CAIXA ATENA FIC FIF ACOES FUNCIONARIOS ACOES LIVRE QUANT RESP LTDA;2020-07-06T00:00:00Z;1.834,38325300;-1,384;-2,02;-7,59;12,07;9,145;9,380;0,80;Sim;0,01;IBOV;D+13 (du);D+15 (du);28,01;166,70
ACOES;CAIXA ATENA FIC FIF ACOES LIVRE QUANT RESP LTDA;2019-07-31T00:00:00Z;1,77996300;-1,386;-2,08;-8,13;10,85;46,719;47,644;2,00;Sim;0,01;IBOV;D+13 (du);D+15 (du);3,09;141,69
ACOES;CAIXA BRASIL ETF IBOVESPA FIF ACOES - RESP LTDA;2012-11-27T00:00:00Z;3,59009200;-1,420;1,39;7,68;29,77;7,484;7,791;0,50;Nao;0,01;IBOV;D+1 (du);D+03 (du);290,89;194,64
ACOES;CAIXA BRASIL IBX-50 FIF ACOES - RESP LTDA;2008-02-18T00:00:00Z;1,99492400;-1,439;-0,32;5,25;25,43;194,937;196,930;0,70;Sim;0,01;IBX50;D+1 (du);D+03 (du);251,29;177,37
ACOES;CAIXA BRASIL INDEXA IBOVESPA FIF ACOES - RESP LTDA;2011-07-29T00:00:00Z;3,90358800;-1,489;1,33;7,82;30,24;286,462;284,805;0,50;Sim;0,01;IBOV;D+1 (du);D+03 (du);295,87;197,69
ACOES;CAIXA EXPERT CLARITAS VALOR FIC FIF AÇÕES - RESP LTDA;2020-10-20T00:00:00Z;1.474,02316900;-1,360;-1,09;-1,46;14,73;21,218;21,431;0,60;Sim;10.000,00;IBOV;D+23 (du);D+25 (du);124,77;125,43
ACOES;CAIXA EXPERT VERDE AM LONG BIAS FIC FIF ACOES - RESP LTDA;2020-10-05T00:00:00Z;990,23188100;-1,335;-1,12;1,01;21,27;7,985;8,088;0,70;Sim;10.000,00;IBOV;D+22 (du);D+24 (du);162,11;166,85
ACOES;CAIXA EXPERT VINCI VALOR DIVIDENDOS RPPS FIC FIF ACOES - RESP LTDA;2012-08-23T00:00:00Z;3,46104686;-1,550;0,14;6,39;25,01;1.327,233;1.328,001;;Sim;10.000,00;IBOV;D+30 (du);D+32 (du);219,56;164,40
ACOES;CAIXA EXPERT VINCI VALOR RPPS FIC FIF ACOES - RESP LTDA;2011-12-12T00:00:00Z;2,48215954;-1,375;-0,30;5,02;26,30;758,773;761,750;;Sim;10.000,00;IBOV;D+21 (du);D+23 (du);250,95;178,02
ACOES;CAIXA FIC FIF ACOES ACOES MULTIGESTOR RESP LTDA;2019-06-25T00:00:00Z;1,24334800;-1,315;-0,93;-3,40;10,97;280,278;283,351;1,50;Sim;0,01;IBOV;D+23 (du);D+25 (du);89,50;95,49
ACOES;CAIXA FIC FIF ACOES COMPROMISSO BDR NIVEL I RESP LTDA;2021-11-05T00:00:00Z;1,23027800;-0,067;2,08;1,66;19,76;3,744;3,774;1,00;Sim;0,01;BDRX;D+1 (du);D+03 (du);-49,32;94,36
ACOES;CAIXA FIC FIF ACOES DIVIDENDOS QUANTITATIVO RESP LTDA;2021-09-02T00:00:00Z;1,90627500;-1,508;0,48;-6,30;10,95;1,713;1,719;2,00;Sim;0,01;IDIV;D+13 (du);D+15 (du);-40,48;106,39
ACOES;CAIXA FIC FIF ACOES E FUNDO IBOVESPA RESP LTDA;2012-10-05T00:00:00Z;2,58747000;-1,481;1,30;7,54;29,59;13,256;13,190;0,80;Sim;0,01;IBOV;D+1 (du);D+03 (du);290,28;193,37
ACOES;CAIXA FIF ACOES BANCO DO BRASIL PLUS RESP LTDA;2019-10-23T00:00:00Z;1.282,65261300;-2,769;3,03;-6,17;4,29;41,242;41,494;1,50;Sim;0,01;IBOV;D+1 (du);D+03 (du);-54,67;-179,46
ACOES;CAIXA FIF ACOES BDR NIVEL I - RESP LTDA;2013-06-24T00:00:00Z;9,81448500;-0,430;-3,89;-0,88;8,62;264,661;276,048;1,50;Sim;0,01;BDRX11;D+1 (du);D+03 (du);-67,01;116,71
ACOES;CAIXA FIF ACOES CAIXA SEGURIDADE RESP LTDA;2021-04-30T00:00:00Z;3,22128000;-5,187;7,07;32,98;67,16;525,866;511,152;0,20;Sim;0,01;IBOV;D+1 (du);D+03 (du);207,63;168,52
