Categoria;Fundo;Data Inicio;Cota (R$);Variacao Dia (%);Acum. Mes (%);Acum. Ano (%);Acum. 12M (%);PL (mi R$);PL Medio 30d (mi R$);Taxa Adm %;Aberto;Aplic. Min (R$);Benchmark;Resgate Conv.;Resgate Pgto;% CDI Ano;% CDI 12m
ACOES;CAIXA ATENA BRASIL ACOES LIVRE QUANT FIC FIF ACOES - RESP LTDA;2019-07-31T00:00:00Z;2,05388100;-1,452;3,50;-0,93;8,24;746,905;705,752;2,00;Nao;0,01;NÃO SE APLICA;D+13 (du);D+15 (du);3,44;147,92
ACOES;CAIXA ATENA FIC FIF ACOES FUNCIONARIOS ACOES LIVRE QUANT RESP LTDA;2020-07-06T00:00:00Z;1.981,56762400;-1,455;3,53;-0,18;9,37;9,687;9,065;0,80;Sim;0,01;IBOV;D+13 (du);D+15 (du);28,01;166,70
ACOES;CAIXA ATENA FIC FIF ACOES LIVRE QUANT RESP LTDA;2019-07-31T00:00:00Z;1,91910700;-1,450;3,49;-0,95;8,20;49,866;46,687;2,00;Sim;0,01;IBOV;D+13 (du);D+15 (du);3,09;141,69
ACOES;CAIXA BRASIL ETF IBOVESPA FIF ACOES - RESP LTDA;2012-11-27T00:00:00Z;3,81651200;-0,892;3,14;14,47;25,85;7,956;7,513;0,50;Nao;0,01;IBOV;D+1 (du);D+03 (du);290,89;194,64
ACOES;CAIXA BRASIL IBX-50 FIF ACOES - RESP LTDA;2008-02-18T00:00:00Z;2,11995400;-0,960;3,01;11,85;20,92;207,154;196,167;0,70;Sim;0,01;IBX50;D+1 (du);D+03 (du);251,29;177,37
ACOES;CAIXA BRASIL INDEXA IBOVESPA FIF ACOES - RESP LTDA;2011-07-29T00:00:00Z;4,15650800;-0,907;3,20;14,80;26,33;304,850;287,783;0,50;Sim;0,01;IBOV;D+1 (du);D+03 (du);295,87;197,69
ACOES;CAIXA EXPERT CLARITAS VALOR FIC FIF AÇÕES - RESP LTDA;2020-10-20T00:00:00Z;1.546,69863800;-1,130;3,35;3,40;8,49;22,076;21,090;0,60;Sim;10.000,00;IBOV;D+23 (du);D+25 (du);124,77;125,43
ACOES;CAIXA EXPERT VERDE AM LONG BIAS FIC FIF ACOES - RESP LTDA;2020-10-05T00:00:00Z;1.048,57115100;-1,257;2,87;6,96;13,82;8,416;8,011;0,70;Sim;10.000,00;IBOV;D+22 (du);D+24 (du);162,11;166,85
ACOES;CAIXA EXPERT VINCI VALOR DIVIDENDOS RPPS FIC FIF ACOES - RESP LTDA;2012-08-23T00:00:00Z;3,62317278;-1,320;2,86;11,37;18,72;1.373,336;1.307,303;;Sim;10.000,00;IBOV;D+30 (du);D+32 (du);219,56;164,40
ACOES;CAIXA EXPERT VINCI VALOR RPPS FIC FIF ACOES - RESP LTDA;2011-12-12T00:00:00Z;2,61605548;-1,111;3,26;10,68;18,49;799,704;756,263;;Sim;10.000,00;IBOV;D+21 (du);D+23 (du);250,95;178,02
ACOES;CAIXA FIC FIF ACOES ACOES MULTIGESTOR RESP LTDA;2019-06-25T00:00:00Z;1,32202700;-1,209;3,12;2,71;7,42;294,982;279,129;1,50;Sim;0,01;IBOV;D+23 (du);D+25 (du);89,50;95,49
ACOES;CAIXA FIC FIF ACOES COMPROMISSO BDR NIVEL I RESP LTDA;2021-11-05T00:00:00Z;1,31879000;-1,066;2,36;8,98;18,79;4,014;3,897;1,00;Sim;0,01;BDRX;D+1 (du);D+03 (du);-49,32;94,36
ACOES;CAIXA FIC FIF ACOES DIVIDENDOS QUANTITATIVO RESP LTDA;2021-09-02T00:00:00Z;2,03051800;-1,252;3,28;-0,19;8,84;1,791;1,701;2,00;Sim;0,01;IDIV;D+13 (du);D+15 (du);-40,48;106,39
ACOES;CAIXA FIC FIF ACOES E FUNDO IBOVESPA RESP LTDA;2012-10-05T00:00:00Z;2,75304700;-0,904;3,18;14,42;25,74;13,513;13,014;0,80;Sim;0,01;IBOV;D+1 (du);D+03 (du);290,28;193,37
ACOES;CAIXA FIF ACOES BANCO DO BRASIL PLUS RESP LTDA;2019-10-23T00:00:00Z;1.403,96609000;-1,846;5,19;2,70;2,08;44,419;40,703;1,50;Sim;0,01;IBOV;D+1 (du);D+03 (du);-54,67;-179,46
ACOES;CAIXA FIF ACOES BDR NIVEL I - RESP LTDA;2013-06-24T00:00:00Z;10,36868900;0,056;-0,08;4,72;11,26;270,285;276,525;1,50;Sim;0,01;BDRX11;D+1 (du);D+03 (du);-67,01;116,71
ACOES;CAIXA FIF ACOES CAIXA SEGURIDADE RESP LTDA;2021-04-30T00:00:00Z;3,04943700;-2,696;2,42;25,89;41,24;503,014;477,811;0,20;Sim;0,01;IBOV;D+1 (du);D+03 (du);207,63;168,52
ACOES;CAIXA FIF ACOES CONSTRUCAO CIVIL RESP LTDA;2009-06-22T00:00:00Z;1,77533300;-3,094;0,66;-6,63;-5,82;105,661;102,450;2,00;Sim;0,01;IMOB-IMOBILIÁRIO;D+1 (du);D+03 (du);-31,28;152,26
ACOES;CAIXA FIF ACOES CONSUMO RESP LTDA;2012-04-26T00:00:00Z;1,07805500;-1,997;2,34;-7,38;-3,70;53,088;51,554;1,60;Sim;0,01;ICON11;D+1 (du);D+03 (du);-34,64;25,61
ACOES;CAIXA FIF ACOES ELETROBRAS RESP LTDA;2022-05-30T00:00:00Z;1,86496200;-1,865;2,46;8,49;34,94;278,629;267,982;0,45;Sim;0,01;OUTROS;D+1 (du);D+03 (du);329,26;519,89
ACOES;CAIXA FIF ACOES IBOVESPA ATIVO RESP LTDA;2007-02-01T00:00:00Z;2,31580300;-0,986;3,22;10,37;20,23;35,302;33,863;2,00;Sim;0,01;IBOV;D+1 (du);D+03 (du);245,64;187,71
ACOES;CAIXA FIF ACOES IBrX ATIVO -RESP LTDA;2005-09-12T00:00:00Z;5,07831500;-1,064;2,94;13,16;23,19;24,167;23,129;1,50;Sim;0,01;IBX;D+1 (du);D+03 (du);271,07;196,06
ACOES;CAIXA FIF ACOES INDEXA IAGRO RESP LTDA;2022-06-14T00:00:00Z;0,90425800;-0,644;1,07;-6,06;-4,82;2,827;2,703;0,80;Sim;0,01;OUTROS;D+1 (du);D+03 (du);-125,86;-82,72
ACOES;CAIXA FIF ACOES INDEXA PIBB IBRX 50 RESP LTDA;2005-09-12T00:00:00Z;6,25208900;-0,844;3,13;16,22;27,82;45,233;42,796;0,80;Sim;0,01;PIBB11;D+1 (du);D+03 (du);327,51;204,94
ACOES;CAIXA FIF ACOES INDEXA SETOR FINANCEIRO RESP LTDA;2021-01-27T00:00:00Z;1.618,34328900;-2,046;3,84;11,20;18,44;32,025;30,191;0,80;Sim;0,01;IFNC;D+1 (du);D+03 (du);151,56;101,32
ACOES;CAIXA FIF ACOES INFRAESTRUTURA RESP LTDA;2010-04-19T00:00:00Z;2,94318200;-0,776;1,92;7,99;12,52;122,220;116,815;2,00;Sim;0,01;IBOV;D+1 (du);D+03 (du);329,00;179,66
